20000 3
40000 2
60000 3
80000 2
100000 2
120000 2
140000 2
160000 3
180000 2
200000 2
220000 2
240000 2
260000 3
280000 2
300000 2
320000 2
340000 3
360000 3
380000 2
400000 2
420000 2
440000 3
460000 2
480000 2
500000 2
520000 2
540000 2
560000 2
580000 2
600000 3
620000 2
640000 2
660000 2
680000 2
700000 2
720000 2
740000 3
760000 2
780000 2
800000 2
820000 2
840000 3
860000 2
880000 3
900000 2
920000 3
940000 2
960000 3
980000 3
1000000 2
1020000 2
1040000 3
1060000 2
1080000 2
1100000 2
1120000 3
1140000 2
1160000 2
1180000 3
1200000 2
1220000 2
1240000 2
1260000 2
1280000 2
1300000 2
1320000 2
1340000 3
1360000 2
1380000 2
1400000 2
1420000 2
1440000 2
1460000 2
1480000 3
1500000 2
1520000 2
1540000 2
1560000 3
1580000 2
1600000 2
1620000 2
1640000 2
1660000 2
1680000 2
1700000 2
1720000 2
1740000 2
1760000 3
1780000 2
1800000 2
1820000 2
1840000 2
1860000 2
1880000 2
1900000 2
1920000 3
1940000 2
1960000 3
1980000 3
2000000 3
2020000 2
2040000 2
2060000 2
2080000 3
2100000 2
2120000 3
2140000 2
2160000 3
2180000 3
2200000 2
2220000 2
2240000 2
2260000 2
2280000 2
2300000 3
2320000 2
2340000 2
2360000 2
2380000 2
2400000 2
2420000 2
2440000 2
2460000 2
2480000 2
2500000 2
2520000 2
2540000 2
2560000 2
2580000 2
2600000 3
2620000 2
2640000 2
2660000 2
2680000 2
2700000 2
2720000 2
2740000 2
2760000 2
2780000 2
2800000 3
2820000 2
2840000 2
2860000 2
2880000 2
2900000 2
2920000 2
2940000 2
2960000 3
2980000 2
3000000 3
3020000 2
3040000 3
3060000 2
3080000 2
3100000 2
3120000 2
3140000 3
3160000 2
3180000 2
3200000 2
3220000 2
3240000 2
3260000 2
3280000 3
3300000 3
3320000 2
3340000 2
3360000 2
3380000 3
3400000 2
3420000 2
3440000 2
3460000 2
3480000 2
3500000 2
3520000 2
3540000 2
3560000 2
3580000 2
3600000 3
3620000 2
3640000 2
3660000 2
3680000 2
3700000 3
3720000 2
3740000 2
3760000 2
3780000 3
3800000 2
3820000 2
3840000 2
3860000 3
3880000 2
3900000 2
3920000 2
3940000 2
3960000 2
3980000 2
4000000 2
4020000 2
4040000 3
4060000 3
4080000 2
4100000 2
4120000 2
4140000 2
4160000 2
4180000 3
4200000 2
4220000 2
4240000 2
4260000 2
4280000 4
4300000 2
4320000 2
4340000 2
4360000 2
4380000 2
4400000 2
4420000 3
4440000 2
4460000 3
4480000 2
4500000 2
4520000 2
4540000 2
4560000 2
4580000 2
4600000 2
4620000 3
4640000 2
4660000 2
4680000 3
4700000 2
4720000 2
4740000 3
4760000 2
4780000 3
4800000 2
4820000 2
4840000 2
4860000 2
4880000 3
4900000 2
4920000 2
4940000 2
4960000 2
4980000 2
5000000 2
5020000 3
5040000 2
5060000 2
5080000 2
5100000 3
5120000 2
5140000 2
5160000 2
5180000 3
5200000 2
5220000 2
5240000 2
5260000 3
5280000 2
5300000 3
5320000 3
5340000 2
5360000 2
5380000 3
5400000 3
5420000 2
5440000 2
5460000 3
5480000 2
5500000 2
5520000 3
5540000 2
5560000 2
5580000 2
5600000 4
5620000 2
5640000 2
5660000 2
5680000 2
5700000 2
5720000 3
5740000 3
5760000 2
