0 26.6667
2 27
4 33.3333
6 30.6667
8 33.6667
10 33
12 37.3333
14 34.6667
16 39.6667
18 38
20 41.3333
22 40
24 36.3333
26 35.6667
28 43
30 38.3333
32 38
34 36.3333
36 37
38 38
40 43.3333
42 38
44 37.3333
46 37.3333
48 39
50 37
52 39
54 43.3333
56 41.6667
58 38.6667
60 38.3333
62 39
64 41
66 39.6667
68 40
70 37.6667
72 39.6667
74 38
76 40
78 39
80 39
82 39.3333
84 47
86 43.3333
88 41.6667
90 41
92 47.6667
94 42.6667
96 42.3333
98 40
100 39.6667
120 41.3333
140 42.6667
160 41.6667
180 42.6667
200 40.6667
220 43.6667
240 43.6667
260 42.3333
280 45.6667
300 43
320 44.6667
340 47.3333
360 46.6667
380 45
400 45
420 44
440 47.6667
460 51
480 53.6667
500 50
520 45.3333
540 44.3333
560 46.6667
580 45
600 44.6667
620 48.3333
640 47.3333
660 49
680 47.3333
700 46
720 48.6667
740 47
760 45.6667
780 45.3333
800 47
820 45.6667
840 46.6667
860 52.3333
880 46.6667
900 46.3333
920 47
940 46.3333
960 48
980 46.3333
1000 50
1020 47.6667
1040 46.6667
1060 50
1080 46
1100 46
1120 47
1140 49.3333
1160 46.3333
1180 47
1200 46.6667
1220 53
1240 48
1260 48.3333
1280 49.6667
1300 47
1320 46.6667
1340 48.6667
1360 47
1380 47
1400 49.3333
1420 47
1440 51
1460 48.6667
1480 50.3333
1500 49
1520 49.6667
1540 48
1560 45.3333
1580 45.3333
1600 47.6667
1620 46.3333
1640 47.6667
1660 48.6667
1680 45.3333
1700 47.3333
1720 47
1740 46.6667
1760 49.3333
1780 48
1800 46.3333
1820 47
1840 51
1860 47.6667
1880 46.6667
1900 47.3333
1920 50
1940 46.6667
1960 49
1980 49.6667
2000 49.6667
2020 51.3333
2040 50.6667
2060 47.3333
2080 47.3333
2100 46.6667
2120 50.6667
2140 46.6667
2160 50
2180 51.3333
2200 48
2220 48.6667
2240 54
2260 51
2280 51
2300 50
2320 48.3333
2340 47.6667
2360 48.6667
2380 48.6667
2400 49.3333
2420 49.3333
2440 47
2460 48.3333
2480 47.6667
2500 46.6667
2520 48.6667
2540 50.6667
2560 51
2580 46.6667
2600 46.3333
2620 48.6667
2640 46.3333
2660 48.3333
2680 49
2700 46.6667
2720 48.6667
2740 48.6667
2760 47
2780 48.6667
2800 50
2820 49.3333
2840 47.3333
2860 47.6667
2880 50.6667
2900 48.3333
2920 47.6667
2940 50
2960 49
2980 48
3000 49.3333
3020 54.3333
3040 51
3060 50
3080 46.6667
3100 47.6667
3120 47.3333
3140 47
3160 48
3180 48
3200 49.3333
3220 47
3240 47
3260 48.6667
3280 48
3300 48.3333
3320 49
3340 47
3360 49
3380 47.6667
3400 46.6667
3420 48.6667
3440 49.3333
3460 47.6667
3480 47.6667
3500 49
3520 51.3333
3540 48.6667
3560 49.3333
3580 51
3600 48.6667
3620 46.6667
3640 49
3660 47.6667
3680 49.6667
3700 49
3720 48
3740 49.3333
3760 49.6667
3780 49
3800 48.6667
3820 50.3333
3840 52
3860 47.6667
3880 53.6667
3900 49
3920 49.3333
3940 49.6667
3960 53.3333
3980 48.6667
4000 49.6667
4020 50.3333
4040 49.6667
4060 50.6667
4080 51.3333
4100 50
4120 47
4140 46.3333
4160 49
4180 47.6667
4200 47
4220 48
4240 48
4260 48
4280 48
4300 48.3333
4320 49.6667
4340 49
4360 47
4380 48.6667
4400 48
4420 47.6667
4440 49.3333
4460 48.6667
4480 50.6667
4500 46.6667
4520 47.6667
4540 48.6667
4560 49.3333
4580 50.3333
4600 50
4620 48
4640 48.6667
4660 48.6667
4680 48
4700 47.6667
4720 49.6667
4740 49.3333
4760 47.6667
4780 49
4800 51
4820 49
4840 49
4860 50.3333
4880 48.3333
4900 49
4920 49
4940 49.3333
4960 51.6667
4980 51
5000 48.3333
5020 50
5040 50.3333
5060 50
5080 50.3333
5100 51
5120 54.6667
5140 47.3333
5160 49.6667
5180 49
5200 48.3333
5220 47
5240 49.3333
5260 48
5280 48
5300 48.6667
5320 49
5340 51
5360 50
5380 49.3333
5400 49
5420 47
5440 50.3333
5460 49.3333
5480 49.6667
5500 50
5520 49
5540 50.3333
5560 50.6667
5580 49.3333
5600 53
5620 51.3333
5640 48.3333
5660 48.3333
5680 50
5700 49.3333
5720 49
5740 49.3333
5760 51
5780 49
5800 49.3333
5820 50
5840 51
5860 52.6667
5880 52
5900 50.6667
5920 53.3333
5940 51.6667
5960 50.6667
5980 51
6000 54
6020 53
6040 51.6667
6060 50.3333
6080 54.6667
6100 54.3333
6120 54
6140 53
6160 49.3333
6180 49.6667
6200 50
6220 48.3333
6240 50
6260 49.6667
6280 51.3333
6300 50.6667
6320 50.3333
6340 48.3333
6360 51
6380 48.3333
6400 53
6420 48
6440 48.6667
6460 48
6480 50
6500 49.6667
6520 51
6540 49
6560 51.3333
6580 51
6600 49.6667
6620 51
6640 51.6667
6660 50.3333
6680 48.6667
6700 50
6720 51.3333
6740 50.3333
6760 49.6667
6780 51
6800 50
6820 50.6667
6840 50
6860 54.3333
6880 53.3333
6900 51.3333
6920 50.6667
6940 49.6667
6960 52
6980 51
7000 50.3333
7020 55
7040 54.3333
7060 52
7080 52.3333
7100 52
7120 53
7140 53
7160 53.6667
7180 50
7200 50.3333
7220 50.6667
7240 50.6667
7260 51
7280 52.6667
7300 50.3333
7320 50.3333
7340 50.3333
7360 53.3333
7380 52
7400 51.3333
7420 52
7440 50.6667
7460 50.6667
7480 51.3333
7500 51.3333
7520 51.6667
7540 51.6667
7560 53.3333
7580 51.6667
7600 51.3333
7620 52
7640 52.6667
7660 52.6667
7680 54.6667
7700 49.3333
7720 49
7740 51.3333
7760 50.6667
7780 51
7800 51.6667
7820 51.3333
7840 51
7860 55.6667
7880 52.3333
7900 58
7920 53.3333
7940 52
7960 52.6667
7980 52.6667
8000 53.6667
8020 52
8040 52
8060 53.6667
8080 53
8100 54.3333
8120 52
8140 53.3333
8160 53.3333
8180 54
8200 48.6667
8220 48.3333
8240 48.6667
8260 48.3333
8280 49
8300 50.3333
8320 52
8340 49
8360 48.6667
8380 50.6667
8400 50.3333
8420 50
